LS,TO,VBN,'',WP,UH,VBG,JJ,VBZ,--,VBP,NN,DT,PRP,:,WP$,NNPS,PRP$,WDT,(,),.,",",``,$,RB,RBR,RBS,VBD,IN,FW,RP,JJR,JJS,PDT,MD,VB,WRB,NNP,EX,NNS,SYM,CC,CD,POS,class
0,7,12,5,0,0,2,19,12,0,4,43,35,9,12,0,0,1,1,0,0,11,3,1,0,15,2,0,2,25,0,1,21,1,0,1,8,0,2,0,4,0,9,5,4,0
0,10,8,5,2,0,10,36,27,0,8,77,56,30,12,0,0,6,4,0,0,26,33,7,0,32,2,1,9,55,2,3,12,0,1,5,12,6,27,1,18,2,20,6,1,0
0,1,3,2,1,0,3,13,10,0,1,20,19,5,0,0,0,2,2,0,0,11,4,4,0,3,0,0,1,19,0,0,0,0,0,2,4,0,18,2,7,0,3,5,0,0
0,4,0,1,1,1,3,12,5,0,0,20,11,8,3,0,0,5,0,0,0,7,6,1,0,8,0,0,11,14,0,0,0,0,0,0,6,0,13,1,4,0,6,2,0,0
0,3,5,3,2,2,5,4,7,0,6,20,20,8,5,0,0,0,1,0,0,10,9,3,0,9,0,0,2,13,0,0,8,1,0,3,5,3,8,0,6,1,2,2,0,0
0,8,3,0,3,0,3,21,14,0,6,49,20,5,8,0,0,3,1,0,0,11,5,2,0,14,2,0,0,21,0,4,18,2,0,1,11,0,16,1,8,0,11,3,0,0
0,4,10,0,4,2,14,23,28,0,11,73,45,24,17,0,0,4,2,0,0,24,14,2,0,30,0,1,8,46,1,1,29,4,1,0,6,5,16,1,17,0,20,3,0,0
0,3,2,0,0,0,2,13,0,0,0,18,15,2,0,0,0,1,0,0,0,7,11,2,0,8,1,0,6,18,0,0,0,1,0,1,6,1,18,0,9,0,4,4,1,0
0,20,22,3,9,0,16,71,33,0,33,160,125,51,35,0,0,9,2,0,0,58,42,5,0,81,2,2,29,118,4,4,43,7,0,12,38,12,46,2,42,0,38,12,0,0
0,1,2,2,0,0,0,4,2,0,0,7,4,3,2,0,0,1,0,0,0,5,1,4,0,5,0,0,3,5,0,0,0,0,0,0,1,0,6,0,2,1,3,2,0,0
0,3,2,1,3,0,5,12,6,0,7,48,18,9,16,0,0,1,3,0,0,17,12,3,0,13,0,0,2,19,2,0,28,1,0,2,5,1,16,1,4,0,2,10,0,0
0,4,4,6,1,0,7,10,8,0,2,45,32,15,18,0,3,3,0,0,0,16,16,8,0,11,0,1,11,35,2,3,12,3,2,1,3,3,45,0,11,2,10,9,0,0
0,1,1,0,0,0,1,12,0,0,0,15,9,0,0,0,0,1,0,0,0,6,4,2,0,3,0,0,1,9,0,0,0,1,0,0,2,0,3,0,5,0,0,4,0,0
0,3,2,1,1,0,2,23,13,0,3,28,29,5,2,0,1,3,0,0,0,12,12,5,0,16,0,1,1,23,2,1,2,2,1,3,8,1,12,0,8,1,8,4,0,0
0,0,0,2,0,0,1,5,1,0,0,8,5,0,0,0,0,1,0,0,0,4,1,2,0,4,0,0,1,4,0,0,0,0,0,2,3,0,4,0,2,0,2,2,0,0
0,1,3,1,0,0,2,16,2,0,7,19,19,6,2,0,2,2,0,0,0,14,3,1,0,12,0,1,1,13,0,0,5,0,0,2,3,2,1,0,11,0,7,3,1,0
0,4,2,0,0,0,2,12,5,0,4,38,20,11,8,0,1,4,2,0,0,17,2,2,0,21,0,0,10,21,2,0,16,0,1,0,3,0,8,1,4,0,6,4,0,0
0,5,6,2,2,0,4,21,7,0,6,48,26,6,12,0,0,3,2,0,0,13,7,4,0,14,0,0,8,28,0,0,21,1,0,3,8,1,16,0,12,1,5,1,1,0
0,2,1,0,0,0,1,15,6,0,5,19,13,6,1,0,0,0,1,0,0,11,3,2,0,11,0,0,0,10,0,0,0,0,0,1,3,0,4,1,6,0,4,1,0,0
0,9,6,9,0,1,4,31,17,0,4,54,35,12,14,1,0,3,4,0,0,11,16,11,0,18,0,0,6,33,12,0,16,1,0,3,16,1,25,1,12,2,12,7,1,0
0,2,2,3,1,0,7,14,9,0,2,31,19,6,11,0,0,7,2,0,0,10,12,3,0,10,1,0,4,17,2,1,12,3,0,0,4,1,16,2,11,0,9,5,0,0
0,11,9,0,1,4,6,16,11,0,10,84,41,22,10,0,1,4,2,0,0,27,5,16,0,19,0,0,6,33,3,1,12,1,0,4,20,2,21,1,8,0,13,2,0,0
0,4,4,1,1,0,2,12,9,0,3,37,22,4,6,0,0,5,0,0,0,11,8,1,0,4,0,0,1,24,0,1,8,0,0,4,7,1,7,0,6,0,4,3,0,0
0,1,1,1,1,0,1,14,4,0,7,9,12,7,0,0,1,0,1,0,0,5,2,3,0,9,1,1,4,12,0,0,0,2,0,1,2,0,16,0,9,0,5,5,0,0
0,4,0,1,1,0,2,9,1,0,6,23,15,8,7,0,0,1,1,0,0,7,8,1,0,9,0,0,10,9,0,1,8,0,0,0,3,0,5,1,3,0,4,3,0,0
0,8,5,2,0,0,3,14,8,0,6,33,34,7,3,0,0,0,0,0,0,9,14,4,0,10,0,0,0,24,0,2,0,2,1,3,12,2,20,1,10,1,10,1,0,0
2,5,6,0,0,0,3,14,6,0,2,37,25,10,2,0,0,8,2,0,0,11,12,2,0,18,0,0,15,26,2,0,6,1,0,1,6,3,11,0,5,0,6,2,0,0
0,1,2,0,1,0,3,11,5,0,3,17,16,11,0,0,0,3,0,0,0,13,11,2,0,18,0,0,4,10,0,0,0,1,0,2,3,0,4,0,9,0,4,3,0,0
0,6,3,0,1,0,2,8,4,0,2,23,20,5,6,0,0,0,1,0,0,9,13,2,0,13,0,0,8,10,2,1,12,4,0,3,14,0,1,0,4,0,7,2,0,0
0,6,1,5,1,0,2,19,10,0,5,21,8,9,0,0,0,2,2,0,0,12,2,7,0,10,1,0,2,13,0,0,1,0,0,0,5,1,5,1,2,0,2,7,0,0
0,13,11,2,2,0,9,31,24,0,6,49,24,17,2,0,0,4,5,0,0,12,15,4,0,17,2,1,0,45,0,3,4,0,0,3,14,1,22,0,18,0,12,4,0,0
0,5,9,7,1,2,4,15,3,0,4,54,25,11,10,0,0,3,0,0,0,21,11,11,0,9,3,0,14,23,0,2,16,1,1,1,5,3,19,0,8,6,5,5,0,0
0,8,6,6,6,0,10,26,10,0,15,78,56,26,9,0,0,8,7,0,0,16,46,3,0,34,0,0,17,63,2,1,13,2,1,8,19,4,23,3,24,0,19,4,1,0
0,4,2,0,0,0,0,13,7,0,3,22,18,4,3,0,0,0,0,0,0,7,3,2,0,7,0,0,1,15,0,0,4,1,1,0,3,0,11,0,6,0,4,6,0,0
0,10,3,0,0,0,5,32,13,0,8,54,42,12,8,1,0,3,0,0,0,14,14,2,0,21,0,0,4,43,2,0,9,2,0,1,11,3,16,0,13,0,7,5,0,0
0,9,12,2,1,0,5,36,32,0,8,66,52,14,9,0,3,2,1,0,0,18,24,2,0,11,0,0,5,56,2,0,1,0,0,4,12,7,49,0,5,1,21,4,3,0
0,1,1,4,0,0,1,8,7,0,1,16,11,2,0,0,0,1,0,0,0,8,7,4,0,2,0,0,0,10,4,1,0,2,0,0,2,2,1,0,1,1,3,1,0,0
0,2,5,0,1,0,2,24,1,0,3,41,18,6,8,0,0,4,0,0,0,10,6,2,0,10,0,1,10,19,0,0,16,0,0,1,4,1,9,2,11,0,7,1,0,0
0,5,1,0,1,0,1,17,7,0,5,32,20,0,0,0,0,3,0,0,0,11,14,2,0,11,0,0,0,24,0,1,0,0,0,0,4,0,43,1,11,0,9,1,0,0
0,5,6,2,2,0,3,25,15,0,13,79,40,34,13,0,0,3,1,0,0,43,9,4,0,21,3,2,10,41,2,1,24,1,0,8,18,2,22,0,12,1,8,7,1,0
0,7,2,0,1,0,9,23,3,0,5,54,35,17,17,0,0,6,2,0,0,10,17,2,0,14,0,1,15,36,4,2,16,1,1,3,11,1,24,0,16,0,10,15,0,0
0,4,0,1,0,0,1,14,5,0,11,52,24,13,4,0,1,12,0,0,0,16,15,3,0,14,1,0,3,20,0,0,9,1,0,0,3,0,1,0,6,0,7,2,0,0
0,6,11,5,0,0,2,34,12,0,14,47,30,15,6,0,0,0,4,0,0,19,23,7,0,21,0,0,3,32,8,0,4,2,1,5,14,3,10,1,5,6,7,7,0,0
0,6,1,1,1,3,0,20,9,0,5,38,28,14,8,0,0,2,0,0,0,15,11,3,0,17,0,0,12,16,0,4,0,0,0,1,10,4,10,0,8,0,7,4,0,0
0,4,2,1,4,0,6,15,5,0,5,33,23,6,13,0,0,5,0,0,0,11,6,3,0,1,0,0,5,18,0,1,13,1,1,3,6,1,6,2,10,0,3,4,0,0
0,1,5,1,0,0,8,6,1,0,3,23,14,8,3,0,0,2,0,0,0,7,4,1,0,10,0,0,2,13,3,0,4,0,0,0,1,0,0,0,5,0,3,2,0,0
0,3,6,1,1,0,2,15,7,0,6,34,25,18,8,0,0,2,1,0,0,17,15,1,0,19,0,1,7,26,2,1,16,0,0,5,14,1,10,0,13,0,11,6,0,0
0,8,2,0,0,0,3,7,4,0,6,30,15,7,0,0,0,2,0,0,0,9,4,2,0,4,0,0,0,10,0,1,0,0,0,2,10,1,0,0,8,0,3,3,0,0
0,4,1,2,1,0,3,13,4,0,4,22,17,6,3,0,0,1,2,0,0,8,7,4,0,15,0,0,4,15,0,0,4,1,0,1,5,2,5,0,9,0,7,1,2,0
0,5,2,3,1,0,3,16,6,0,4,20,17,8,4,0,0,2,1,0,0,9,10,5,0,12,1,0,5,15,0,1,10,0,0,1,4,0,12,0,12,2,7,3,1,0
0,3,12,4,2,0,4,23,21,0,4,46,33,11,2,0,0,5,0,0,0,18,24,6,0,16,0,1,1,34,2,2,1,3,0,0,0,1,9,1,15,1,9,7,0,0
0,0,1,0,0,0,1,1,1,0,1,2,3,5,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
0,7,7,0,2,0,4,19,11,0,2,48,22,10,10,0,0,5,2,0,0,15,3,2,0,13,0,0,4,31,0,1,20,2,0,2,8,1,21,0,7,0,5,4,0,0
0,3,2,1,0,0,2,11,6,0,4,21,18,4,0,0,0,1,0,0,0,10,10,3,0,7,1,0,0,13,0,0,0,2,0,1,5,1,14,0,4,1,5,3,1,0
0,7,2,0,4,0,0,14,12,0,4,47,23,14,8,0,0,7,0,0,0,12,8,2,0,6,0,0,6,27,0,1,14,0,0,1,11,3,2,1,10,0,12,1,1,0
0,3,11,1,0,0,1,13,4,0,3,42,26,16,10,0,0,2,1,0,0,10,14,3,0,11,0,0,13,35,0,0,12,0,0,3,7,5,2,1,15,0,5,5,0,0
0,6,8,4,2,0,3,23,14,0,4,55,36,11,0,0,0,3,3,0,0,13,27,6,0,23,0,0,6,36,2,0,1,1,1,1,10,1,8,0,9,0,14,7,0,0
0,5,1,2,0,0,5,9,2,0,7,29,24,18,1,0,0,3,1,0,0,15,6,2,0,7,0,0,13,16,2,3,1,0,0,1,6,0,4,1,9,0,8,2,0,0
0,13,8,1,4,0,9,40,23,0,5,75,41,15,17,0,5,15,2,0,0,27,21,3,0,29,0,0,7,43,2,1,21,3,0,3,13,0,62,0,19,0,18,2,0,0
0,6,10,0,0,1,3,9,12,0,8,60,29,19,12,0,0,5,1,0,0,18,3,4,0,13,0,0,4,34,0,2,25,2,0,5,16,1,22,0,11,2,13,3,1,0
0,0,5,1,0,0,1,8,2,0,2,6,6,3,0,0,0,2,0,0,0,6,4,2,0,6,0,0,1,5,0,0,0,0,0,2,2,0,6,0,1,0,2,2,0,0
0,7,4,2,0,0,1,9,7,0,2,11,11,2,2,0,0,1,1,0,0,7,9,4,0,9,1,0,1,4,0,1,0,0,0,0,4,0,12,0,5,1,6,2,0,0
1,7,5,4,3,0,2,12,9,0,10,19,15,11,3,0,0,3,0,0,0,5,8,6,0,8,0,0,0,21,2,2,0,1,1,1,9,0,12,0,12,1,6,2,0,0
0,10,5,13,2,0,5,33,12,0,7,56,47,7,14,0,1,4,3,0,0,16,21,10,0,15,0,0,4,39,11,1,27,1,0,0,7,1,73,0,35,0,28,18,6,0
0,14,16,9,8,0,8,58,26,0,18,153,80,37,29,0,0,7,2,0,0,64,61,13,0,57,0,0,19,88,11,2,44,2,0,10,33,6,33,1,30,3,35,7,0,0
0,2,6,1,4,0,6,19,12,0,12,59,33,14,4,0,0,3,2,0,0,21,9,3,0,19,0,0,8,36,0,2,8,2,1,3,9,3,20,0,13,1,13,4,0,0
0,3,2,1,1,0,4,12,6,0,1,43,25,2,49,0,2,0,1,0,0,27,18,3,0,4,0,0,2,23,2,0,16,0,1,3,5,0,110,0,8,1,6,9,0,0
0,9,3,7,1,0,5,19,8,0,5,38,31,9,2,0,0,2,1,0,0,18,11,11,0,14,1,0,2,29,1,1,1,1,0,2,15,0,19,1,8,5,7,4,0,0
0,1,4,2,0,0,1,8,7,0,4,8,5,8,0,0,0,6,0,0,0,10,3,2,0,6,1,0,2,9,0,1,0,0,0,1,1,1,13,0,6,0,3,2,0,0
0,9,4,0,3,0,0,14,7,0,5,36,17,10,12,0,0,0,0,0,0,15,14,2,0,12,0,0,5,23,0,0,20,0,0,2,9,2,6,3,7,0,6,3,0,0
0,4,2,1,1,0,3,10,10,0,1,25,21,4,0,0,0,2,1,0,0,8,8,3,0,13,0,0,1,12,0,1,2,0,0,1,6,1,16,0,3,0,3,4,0,0
0,2,0,0,0,0,1,8,1,0,0,11,9,2,0,0,0,1,0,0,0,3,2,2,0,0,0,0,3,10,0,0,0,0,0,1,2,0,6,0,0,0,2,2,0,0
0,2,3,0,0,0,4,4,2,0,2,31,12,8,4,0,0,2,0,0,0,10,6,2,0,7,1,0,9,11,0,0,4,1,0,1,4,0,0,0,4,0,5,4,0,0
0,11,8,0,5,0,11,32,12,0,12,91,55,11,10,0,1,5,2,0,0,18,22,2,0,24,1,0,7,56,3,1,12,5,1,3,11,3,11,0,34,0,15,4,1,0
0,2,1,2,3,1,4,8,8,0,5,26,11,6,2,0,0,3,2,0,0,11,6,4,0,3,0,0,1,15,2,2,4,0,0,2,4,0,4,0,6,1,2,4,0,0
0,2,3,1,3,0,3,12,0,0,3,35,23,6,4,0,0,2,1,0,0,23,14,1,0,13,1,1,12,29,1,0,10,0,0,1,7,1,18,1,8,0,14,2,0,0
0,5,1,0,0,1,4,11,4,0,12,18,13,8,2,0,0,3,0,0,0,10,9,2,0,10,2,0,3,11,0,0,4,0,0,1,5,0,8,0,11,0,8,4,0,0
0,7,0,5,1,0,8,35,11,0,18,54,38,27,0,0,0,2,2,0,0,18,12,4,0,18,0,0,7,40,0,2,0,0,2,2,10,1,2,0,20,1,12,6,0,0
0,4,6,0,1,0,0,6,4,0,7,28,11,11,12,0,0,0,2,0,0,18,16,2,0,15,1,0,1,8,1,0,21,1,0,2,6,2,1,0,4,0,4,3,0,0
0,7,11,27,0,0,3,42,11,0,9,67,44,16,16,0,4,1,1,0,0,25,26,33,0,18,0,0,18,38,17,2,1,0,0,1,13,4,81,0,24,6,18,13,0,0
0,11,9,1,1,0,8,33,10,0,7,52,29,15,12,0,0,3,2,0,0,16,20,3,0,24,1,0,7,33,3,2,24,1,0,0,8,0,6,0,13,0,13,4,0,0
4,1,4,0,0,0,3,11,4,0,4,27,17,5,0,0,0,1,0,0,0,5,5,2,0,13,0,0,4,12,2,2,2,3,0,3,7,1,5,1,4,0,10,3,0,0
0,8,0,1,1,0,1,18,8,0,12,44,24,13,3,0,0,6,2,0,0,16,7,2,0,14,0,0,2,34,0,1,4,1,0,5,10,1,10,0,13,1,8,3,1,0
0,8,2,2,2,0,2,20,10,0,8,41,31,14,6,1,0,1,2,0,0,16,11,4,0,10,0,0,7,23,4,1,14,0,1,4,11,1,5,2,12,0,10,1,0,0
0,6,1,3,0,0,3,13,6,0,6,25,18,14,4,0,0,5,0,0,0,10,11,3,0,8,0,1,9,13,4,0,0,2,0,0,8,1,15,0,7,0,11,6,0,0
0,0,0,1,0,0,1,4,2,0,2,5,4,1,0,0,0,1,1,0,0,4,1,1,0,5,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0
0,1,2,0,1,0,1,10,2,0,4,17,9,14,3,0,1,2,0,0,0,15,6,2,0,5,0,0,8,11,0,1,1,1,0,1,3,0,4,0,2,0,5,2,0,0
0,4,2,0,0,1,6,30,5,0,11,37,29,13,1,0,0,4,4,0,0,10,13,2,0,9,2,0,6,24,0,1,1,0,0,2,8,0,12,0,16,0,10,1,0,0
0,2,8,1,1,0,2,15,6,0,1,26,18,4,2,0,0,2,1,0,0,8,13,3,0,7,1,0,3,22,0,0,0,2,0,0,3,1,7,0,8,0,5,4,0,0
0,1,5,1,0,1,9,24,18,0,6,58,44,5,1,0,0,2,1,0,0,13,14,3,0,30,1,2,5,47,2,3,3,0,0,2,6,1,31,1,21,0,18,3,1,0
0,4,5,0,2,0,3,11,1,0,2,25,24,7,10,0,0,1,1,0,0,9,9,2,0,15,0,0,8,16,1,0,0,2,0,3,10,1,10,0,3,0,6,2,0,0
0,2,2,1,4,0,4,11,12,0,1,36,19,5,10,0,0,4,0,0,0,10,10,1,0,5,0,0,3,16,0,1,22,0,0,3,6,3,15,0,4,0,4,3,0,0
0,6,2,11,0,2,2,28,9,0,6,69,37,12,29,0,0,3,3,0,0,25,18,16,0,17,0,0,13,31,0,1,42,1,0,1,9,1,18,1,17,11,13,13,0,0
0,8,9,0,0,0,6,30,8,0,5,31,28,2,4,0,0,6,2,0,0,11,11,2,0,9,0,0,2,29,0,1,5,1,0,0,7,0,18,1,20,0,8,6,0,0
0,5,4,2,0,0,2,24,11,0,3,47,23,9,9,0,0,4,0,0,0,11,15,4,0,17,0,1,5,29,1,1,18,3,0,3,11,0,9,0,12,0,9,4,0,0
0,0,6,2,0,0,3,9,4,0,2,28,26,2,5,0,1,3,1,0,0,21,11,2,0,9,0,0,1,21,0,0,0,0,0,1,1,0,3,1,11,1,12,3,0,0
0,13,5,2,0,0,6,11,1,0,7,39,26,30,0,0,0,1,4,0,0,29,11,4,0,15,0,1,19,32,1,2,1,1,0,3,19,1,15,2,4,0,6,2,0,0
0,14,5,1,1,1,5,22,8,0,5,63,40,18,21,0,0,8,1,0,0,16,11,3,0,16,0,0,11,42,0,2,21,1,2,4,19,2,5,0,22,1,11,2,0,0
0,2,3,0,1,0,2,9,5,0,5,29,25,11,2,0,0,0,2,0,0,15,6,4,0,15,0,0,9,24,0,1,5,2,0,3,10,2,10,0,9,1,6,3,0,0
0,9,3,0,1,0,5,18,7,0,4,20,17,12,6,0,0,1,2,0,0,10,9,2,0,15,0,1,6,18,0,1,0,0,0,2,10,2,4,0,10,0,10,2,0,0
0,4,7,0,3,0,7,17,1,0,7,22,18,13,0,0,0,3,0,0,0,22,17,2,0,11,0,0,7,19,0,1,0,3,4,3,10,1,10,2,11,0,7,5,0,0
0,3,3,0,3,0,1,16,4,0,7,25,17,12,0,0,1,0,0,0,0,10,13,2,0,20,0,0,6,12,2,1,2,0,0,0,5,0,2,0,7,0,14,5,1,0
0,11,8,1,0,0,7,25,9,0,12,48,29,9,6,0,0,8,3,0,0,12,9,3,0,15,0,0,1,27,0,0,12,0,0,6,17,2,3,1,14,0,14,4,0,0
0,1,3,2,0,0,1,6,6,0,10,24,21,12,1,0,0,3,1,0,0,11,3,3,0,3,0,0,1,17,0,0,1,1,0,1,5,1,8,1,7,1,6,3,1,0
0,3,0,2,0,0,1,8,4,0,0,25,20,3,1,0,0,4,0,0,0,13,3,2,0,10,1,0,7,16,0,2,2,1,0,0,6,0,10,2,1,0,4,4,0,0
0,3,1,3,0,0,2,15,9,0,2,38,27,4,4,0,0,1,1,0,0,10,7,5,0,6,0,0,3,20,0,0,8,0,0,0,4,1,21,0,8,0,10,3,0,0
0,5,3,1,0,0,6,27,6,0,2,34,33,10,4,0,0,4,0,0,0,13,10,3,0,13,0,0,9,20,4,1,1,1,0,2,7,1,9,0,9,0,9,2,0,0
0,5,4,0,1,0,2,14,8,0,3,29,13,3,3,0,0,2,2,0,0,16,6,2,0,6,0,0,0,20,2,1,0,1,0,0,3,0,15,0,4,0,4,4,1,0
0,5,5,2,2,0,5,40,20,0,4,63,35,11,6,0,0,11,2,0,0,14,22,4,0,19,0,2,3,46,4,1,8,1,3,1,6,0,40,0,14,1,13,7,1,0
0,0,5,1,0,0,3,9,1,0,0,23,10,3,0,0,0,1,1,0,0,6,10,3,0,6,1,0,4,12,2,0,1,1,0,4,4,0,11,0,2,0,5,2,0,0
0,4,3,0,1,0,0,11,3,0,2,22,17,11,2,0,0,1,2,0,0,8,2,2,0,13,1,1,8,12,0,1,4,1,1,2,6,0,4,0,1,0,5,2,0,0
0,10,6,1,2,0,3,18,12,0,14,31,21,10,9,0,0,12,1,0,0,7,8,3,0,15,1,0,0,28,0,1,1,2,0,2,9,2,1,1,22,0,7,5,0,0
0,11,19,19,1,0,7,48,32,0,14,105,75,20,21,1,4,7,1,0,0,37,34,1,0,34,2,0,12,62,2,1,32,0,1,6,16,7,68,0,23,0,25,6,16,0
0,0,1,0,0,0,1,7,2,0,0,10,5,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,9,2,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0
0,3,12,0,3,0,7,41,22,0,11,81,61,37,18,0,2,1,1,0,0,42,16,2,0,45,3,0,20,65,0,1,37,1,1,9,13,4,34,1,28,0,21,9,0,0
1,7,2,1,2,0,4,15,4,0,9,60,27,11,11,0,0,6,0,0,0,14,20,3,0,17,0,0,5,21,2,0,20,0,0,2,7,2,6,0,5,0,7,3,0,0
0,6,3,1,1,0,6,20,3,0,4,26,16,11,5,0,1,0,1,0,0,8,5,1,0,18,1,0,12,22,0,1,1,1,1,0,5,2,7,0,7,0,1,4,0,0
0,2,0,1,0,0,2,12,3,0,5,20,10,5,1,0,0,0,0,0,0,9,7,3,0,9,1,0,0,14,0,0,0,0,0,3,6,0,7,0,10,1,5,1,0,0
0,4,1,3,0,0,2,15,5,0,1,29,19,12,0,0,0,1,1,0,0,10,5,5,0,8,0,0,6,14,2,1,0,0,0,2,12,4,2,0,7,0,10,8,0,0
0,0,0,0,0,0,2,6,1,0,1,19,16,7,0,0,0,2,1,0,0,7,3,2,0,5,1,1,8,11,0,0,0,0,0,0,1,0,11,0,2,0,6,2,0,0
0,1,1,1,0,0,2,6,2,0,2,9,7,5,0,0,0,1,1,0,0,6,2,3,0,5,1,0,3,9,2,0,1,0,0,0,2,0,2,0,5,0,3,2,0,0
0,9,5,1,1,2,5,32,13,0,17,93,53,11,8,0,0,3,2,0,0,32,25,5,0,28,1,0,7,46,4,3,16,3,2,3,15,6,16,2,22,2,20,6,1,0
0,16,22,4,3,3,13,77,43,0,16,152,96,31,23,0,1,15,3,0,0,69,52,8,0,46,1,2,15,109,5,1,29,4,0,6,20,3,64,3,36,2,36,5,0,0
0,2,1,0,1,0,4,14,4,0,1,23,13,10,5,0,0,6,2,0,0,15,13,2,0,9,0,0,6,10,0,0,8,0,0,3,5,2,16,0,5,0,4,2,0,0
0,2,4,1,1,0,4,19,9,0,7,31,21,18,9,0,0,1,1,0,0,15,9,5,0,12,0,0,6,21,6,1,12,1,0,2,2,2,12,0,6,8,6,6,0,0
0,2,5,3,0,0,6,15,7,0,1,38,27,4,10,0,0,2,0,0,0,10,10,5,0,7,0,0,3,20,2,0,13,0,0,2,4,0,21,0,8,1,6,5,0,0
0,7,3,0,2,0,4,12,9,0,3,22,18,13,0,0,0,1,1,0,0,8,7,2,0,17,0,0,0,15,0,1,0,1,0,5,11,0,1,0,5,0,8,1,0,0
0,4,3,2,3,0,5,20,18,0,3,29,22,11,4,0,1,4,0,0,0,11,7,2,0,27,0,0,5,22,0,3,11,1,2,2,9,0,21,0,6,0,12,2,2,0
0,3,3,0,1,0,3,6,3,0,7,25,14,9,7,0,0,1,0,0,0,8,3,2,0,14,0,0,3,9,2,2,14,0,0,1,4,2,0,0,5,0,6,4,0,0
0,3,2,3,0,0,3,11,4,0,1,21,16,3,5,0,0,2,1,0,0,11,11,5,0,10,0,0,5,14,2,1,4,1,0,0,4,0,18,0,8,0,4,4,1,0
0,14,11,2,3,2,11,34,14,0,10,109,61,30,26,0,0,6,3,0,0,50,19,4,0,23,0,0,17,50,3,8,37,2,0,3,22,3,25,0,16,0,12,9,0,0
0,8,1,0,2,0,5,21,11,0,1,23,14,8,2,0,0,4,1,0,0,9,7,2,0,4,0,0,2,11,0,0,0,0,0,0,8,0,12,0,2,0,9,1,0,0
0,6,5,2,1,0,3,24,14,0,1,29,23,8,0,0,0,2,1,0,0,11,12,4,0,10,0,1,6,17,0,2,0,0,0,1,5,2,15,0,5,0,7,4,0,0
0,1,0,0,0,0,0,3,0,0,7,13,9,8,4,0,0,2,0,0,0,9,6,2,0,7,0,0,4,6,0,0,8,1,0,0,2,1,4,0,1,0,2,1,0,0
0,9,5,3,5,0,11,34,22,0,9,51,32,18,6,0,0,9,1,0,0,14,20,5,0,25,2,0,5,39,0,0,12,4,1,3,9,0,28,0,12,1,10,8,0,0
0,4,5,0,1,0,2,11,10,0,3,30,14,10,0,0,0,5,2,0,0,8,4,2,0,9,2,0,0,23,2,2,1,0,0,4,6,1,12,1,13,0,11,1,0,0
0,2,2,0,1,0,4,15,10,0,5,28,25,14,2,0,0,2,2,0,0,12,9,5,0,18,0,0,5,19,0,1,4,0,0,3,8,0,0,1,10,3,3,2,1,0
0,0,0,0,0,0,0,5,0,0,2,5,4,1,0,0,0,1,0,0,0,6,1,2,0,1,0,0,0,4,0,0,0,1,0,0,0,0,8,0,0,0,2,2,1,0
0,0,3,0,0,0,3,13,4,0,1,23,13,5,1,0,0,3,0,0,0,10,6,2,0,6,0,0,7,18,0,0,1,0,0,1,1,1,7,0,7,0,3,3,0,0
0,2,2,1,1,0,2,13,6,0,5,24,14,8,0,0,0,4,2,0,0,8,5,3,0,8,0,0,2,18,1,0,0,0,0,1,4,0,1,1,5,1,4,3,0,0
0,11,13,20,5,1,10,44,22,0,7,128,84,21,17,0,0,3,2,0,0,40,32,28,0,43,1,1,21,73,10,1,32,4,1,3,10,1,57,0,20,5,25,11,1,0
0,4,2,3,0,0,3,13,8,0,3,28,17,8,3,0,1,5,0,0,0,9,20,1,0,11,0,0,10,19,0,1,0,0,0,1,6,2,47,1,7,0,11,3,2,0
0,11,14,4,3,0,3,24,17,0,21,66,58,37,10,0,1,2,3,0,0,38,9,2,0,33,4,0,19,46,0,4,23,0,0,5,18,1,9,2,14,0,6,3,4,0
0,7,15,3,1,1,0,27,15,0,21,78,54,23,10,0,0,1,4,0,0,39,21,2,0,36,2,0,15,49,2,1,20,2,1,3,17,6,11,2,37,0,20,5,3,0
3,5,2,0,0,0,2,7,1,0,6,19,3,20,1,0,0,4,0,0,0,6,11,2,0,7,0,0,12,12,3,0,1,0,0,1,13,2,2,0,4,0,3,3,0,0
0,19,26,0,2,0,15,77,49,0,33,191,97,43,43,0,0,22,9,0,0,57,44,2,0,77,7,0,16,112,6,0,82,0,3,8,23,7,55,3,36,0,29,9,0,0
0,43,20,17,7,0,25,79,28,0,31,165,122,36,18,0,2,9,11,0,0,34,29,2,0,41,1,1,17,114,2,4,27,2,0,13,55,9,59,2,45,0,41,13,20,0
0,26,16,2,5,0,10,88,30,0,15,131,81,17,18,0,0,17,6,0,0,21,44,2,0,59,0,0,9,105,2,4,18,3,0,5,31,3,33,0,40,0,35,4,1,0
0,3,4,1,0,0,2,11,4,0,7,25,19,12,2,0,0,1,0,0,0,6,14,3,0,12,1,0,3,20,0,1,0,0,0,3,10,4,6,0,14,0,8,8,0,0
0,4,1,1,0,0,1,9,1,0,5,20,16,6,0,0,1,2,1,0,0,9,4,3,0,10,0,1,4,11,2,0,0,0,1,0,5,0,4,0,6,0,5,2,0,0
